EIN,NAME,STREET,CITY,ZIP,ACTIVITY,NTEE_CD
40281837,SAINT LOUIS UNIFIED SCHOOL OF SEVENTY-DAY ADVENTIST,9001 LUCAS AND HUNT RD,ST LOUIS,63136-1500,211029000,
42723046,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
42730272,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119000000,
42801136,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,1 HOSPITAL DR,COLUMBIA,65212-1000,995263059,E72C
43100204,SPIRITUAL-EARTH SANCTUARY,C/O 218 CHAMBERS RD,SAINT LOUIS,63137-0000,92995120,
43143467,MYRTLE RURAL FIRE DEPARTMENT,25062,MYRTLE,65778-0000,0,M24
43223159,U S S WILLIAM R RUSH ASSOCIATION,1057 GOLDEN ORCHARD DR,O FALLON,63368-7990,319907000,
43294272,AMEREN MANAGEMENT HEALTH TRUST,PO BOX 66149,SAINT LOUIS,63166-6149,265000000,
43294359,AMEREN HEALTH & WELFARE TRUST,PO BOX 66149,SAINT LOUIS,63166-6149,265000000,
43392711,ORDER OF QUETZALCOATL PLUMED SERPENT,PO BOX 547,FENTON,63026-0547,319000000,
43403082,CLOSED-END FUND ASSOCIATION,2345 GRAND BLVD STE 1750,KANSAS CITY,64108-2608,205000000,
43468086,THE GENOME PARTNERSHIP INC,20 S SARAH ST,SAINT LOUIS,63108-2819,0,S41
43586854,ROLLA FAMILY WORSHIP CENTER,3 MARLETTE ST,ROLLA,65401-2008,0,X20
43593160,WASHINGTON SOCCER ASSOCIATION,PO BOX 1135,WASHINGTON,63090-8135,0,N64
43595170,ROTARY CLUB OF SOUTH PLATTE COUNTY MISSOURI CHARITABLE FOUNDATION,8341 NW MACE RD STE 101,KANSAS CITY,64152-4618,0,T30
43596565,NORTHLAND FIRE CHIEFS COUNCIL,200 W MISSISSIPPI ST,LIBERTY,64068-1625,0,M24
43599274,FOUNDATION FOR GROWTH AND ENDOCRINOLOGY INC,C/O M FLAHERTY 4801 MAIN ST NO 310,KANSAS CITY,64112-0000,0,H99
43601264,MISSOURI EARTHDOGS,864 LITTLE CREEK RD,LESLIE,63056-1429,0,N50
43601831,AMERICAN LEGAL & FINANCIAL NETWORK,12400 OLIVE BLVD STE 555,SAINT LOUIS,63141-5460,0,S03
43603881,CHILDRENS HAVEN OF SW MISSOURI,711 S PICHER AVE,JOPLIN,64801-3930,0,O50
43605712,CHERISH THE TREASURE FAMILY OUTREACH,701 MILLER LN,BOURBON,65441-9129,0,P99
43606844,FAIRVIEW BUTCHER CEMETERY,599 STATE ROAD U,LOUISBURG,65685-9149,0,Y50
43610881,LETS PRETEND PLAYERS,171 WHITETAIL DR,WALNUT SHADE,65771-8127,0,B28
43613836,VISIONSERVE ALLIANCE INC,8760 MANCHESTER RD,SAINT LOUIS,63144-2724,0,P86
43615061,PTA MISSOURI CONGRESS,201 NE ANDERSON DR,LEES SUMMIT,64064-1287,59035000,
43621114,CENTRAL WEST END DOG PARKS,4579 LACLEDE AVE 285,SAINT LOUIS,63108-2103,0,N50
43621777,KEYS ARE AT THE CROSS PRISON MINISTRIES INC,PO BOX 18445,RAYTOWN,64133-8445,0,X21
43623759,FIRST ASSEMBLY OF GOD,PO BOX 663,RICHLAND,65556-0663,1002029,
43624628,GREATER ST LOUIS PARISH NURSE NETWORK,1101 HAWKEN PL,WEBSTER GRVS,63119-3911,0,X20
43629222,NORTHERN WRIGHT COUNTY VOLUNTEER FI RE DEPARTMENT,PO BOX 111,MOUNTAIN GRV,65711-0111,0,M24
43646197,CHURCH OF JESUS CHRIST OF LATTER DAY ISRAEL,PO BOX 763,RICHMOND,64085-0763,0,X21
43650108,SERTOMA INC,1143 S CEDARBROOK AVE,SPRINGFIELD,65804-0536,0,T30
43653166,NORTHWEST ISLAMIC CENTER INC,10543 LACKLAND RD,SAINT LOUIS,63114-2115,0,X40
43656020,HOPE CITY HOMES INC,5101 E 24TH ST,KANSAS CITY,64127-4706,0,F20
43658530,CHRIST COVENANT CHURCH,8106 E 102ND ST,KANSAS CITY,64134-2019,1000000,
43658537,HEITS POINT LUTHERAN MINISTRIES INC,28345 HEITS POINT AVE,LINCOLN,65338-3006,0,X21
43659582,AIRPORT BUMS AERO CLUB,37 LAKEVIEW DR,BRANSON,65616-2076,0,Y99
43661554,THE GRACE CENTER CHURCH INC,1200 W GANNON DR,FESTUS,63028-2603,1029000,
43663360,FAYETTE MAIN ST INC,106 W DAVIS ST,FAYETTE,65248-1407,0,S31
43667546,TRANSPORT WORKERS UNION OF AMERICA,3457 BRIDGELAND DR,BRIDGETON,63044-2617,263000000,
43668340,ROLLING HILLS INNERLIFE MINISTRIES INC,1407 GREEN RIDGE DR,CLIMAX SPRGS,65324-2803,0,X21
43672157,BRUNER COMMUNITY ASSOCIATION,757 SMITH RD,SPARTA,65753-1142,0,S20
43672663,PLEASANT VEIW AMISH MENNONITE CHURCH,338 PRAIRE GROVE RD,BUFFALO,65622-0000,0,X21
43677879,BLAIR OAKS ATHLETIC BOOSTER CLUB INC,6124 FALCON LN,WARDSVILLE,65101-9751,0,B94
43678887,OPEN BIBLE,502 S HUGHES ST,HAMILTON,64644-8230,29000000,
43683527,BATES CREEK BAPTIST CAMP,5169 FLAT RIVER RD,FARMINGTON,63640-7404,0,X20
43690774,FRIENDS OF THE SALEM PUBLIC LIBRARY,403 N JACKSON ST,SALEM,65560-1246,0,B117
43693537,UNION GIRLS SOFTBALL ASSOCIATION,PO BOX 695,UNION,63084-0695,0,N99
43703667,ELIJAH FOUNDATION,HRC 66 BOX 184 C-19,WARSAW,65355-0000,0,X20
43704634,HARPS FOR THE HEART,543 WILD ROSE LOOP,STRAFFORD,65757-8781,0,E86
43708837,ARCHIE YOUTH AND COMMUNITY ACTIVITIES,31514 S HESS RD,HARRISONVILLE,64701-7348,0,O20
43708841,FRIENDS OF AMITY WOODS PARK INC,7480 NW DAMON DR,PARKVILLE,64152-5127,0,C50
43710841,KRIS JACKSON MINISTRIES INC,196 NOTCH LN,REEDS SPRING,65737-8604,0,X21
43713527,LIFESPRING COMMUNITY CHURCH,1615 THOELE RD,SAINT PETERS,63376-3053,0,X20
43731769,UNITED STATE PONY CLUBS INC,180 DOUGLAS FIR RD,OZARK,65721-7523,0,N70
43732973,KANSAS CITY CHRISTADELPHIANS,8000 NW WAUKOMIS DR,KANSAS CITY,64151-1229,0,
43740980,BUNKER VOLUNTEER FIRE DEPARTMENT,PO BOX 218,BUNKER,63629-0218,0,M24
43750229,GRANDBERRY WORLD WIDE MINISTRIES,935 E HILL ST,SPRINGFIELD,65803-3604,0,X20
43758866,SISTERS IN JESUS THE LORD,7009 BLUE RIDGE BLVD,RAYTOWN,64133-5629,31150120,X22
43762291,HILLYARD EMPLOYEES ARE RALLYING TOGETHER TO ENCOURAGE & ASSIST MAN,302 N 4TH ST,SAINT JOSEPH,64501-1720,0,T30
43770411,RAGTAG FILM SOCIETY,10 HITT ST,COLUMBIA,65201-5014,0,A68
43770902,HELPING HANDS OF SMMHC,1010 W COLUMBIA ST,FARMINGTON,63640-2902,0,F32
43771740,HORIZON HOMECARE NATIONAL USERS GROUP INC,1550 E SUNSHINE ST,SPRINGFIELD,65804-1214,0,S40
43771876,MISSOURI DISTANCE LEARNING ASSOCIATION,3341 S BARBETT AVE,SPRINGFIELD,65804-4611,0,B99
43772640,SPIRIT & TRUTH FELLOWSHIP,851 S JEFFERSON APT A,SPRINGFLELD,65806-3201,0,X21
43779584,CHRISTS CORNERSTONE CHURCH,201 RHODUS CT,LAWSON,64062-9000,0,X20
43780253,KNOX CITY VOLUNTEER FIRE DEPARTMENT INC,PO BOX 56,KNOX CITY,63446-0056,0,M24
43799496,NEIGHBORHOOD UNITED TOGETHER COMMUNITY DEVELOPMENT CORP,3311 E 68TH ST,KANSAS CITY,64132-3025,0,S22
43802214,COMMUNITY FELLOWSHIP CHURCH OF CARTHAGE,1114 E COLLEGE AVE,CARTHAGE,64836-3110,0,X20
43808619,OVERCOMERS COMMUNITY CHURCH,1016 COATBRIDGE CT,BALLWIN,63021-7722,268120230,
43810756,KC CREATES INC,PO BOX 415001,KANSAS CITY,64141-5001,0,N52
43813283,TURNING POINT WORSHIP CENTER INC,PO BOX 5,DEFIANCE,63341-0005,0,X21
43813989,SECOND CENTURY LIBRARY ENDOWMENT FUND CORPORATION,509 N MAIN ST,MARYVILLE,64468-1610,0,B11
43822737,MOORISH AMERICAN PRESERVATION SOCIETY M A P S,1600 GLENECHORT DR,SAINT LOUIS,63133-2302,0,O50
43826049,BLACK FAMILY TECHNOLOGY AWARNESS ASSOCIATION,PO BOX 300166,KANSAS CITY,64130-0166,0,B99
43828761,COALITION FOR ANIMAL RESPONSE AND RESCUE MISSOURI,PO BOX 101,HOLDEN,64040-0101,0,D20
43830266,VIETNAM VETERANS OF 2ND BATTALION MECHANIZED 47TH INFANTRY REGIMENT,10526 E UNION TRACK RD,MOUNDVILLE,64771-9173,0,B82
43835052,THE METROPOLIS,751 E 63RD STREET STE 209,KANSAS CITY,64110-3385,0,B90
43840527,MISSOURI VETERINARY TECHNICIAN ASSOCIATION,2 KARINGTON CT,O FALLON,63368-3588,0,Y03
43844141,OZARK FIRST,PO BOX 2016,OZARK,65721-2016,1000000,
43848720,NU DEUTERON ALUMNI ASSOCIATION,383 S YELLOWWOOD DR,SPRINGFIELD,65809-3313,0,N50
46088271,MICROCIRCULATORY SOCIETY INC,1600 E ROLLINS RD,COLUMBIA,65211-4400,161180059,G43Z
46143767,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59000000,
46188911,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036279,
46188912,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036279,
46188913,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036279,
46189965,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
46745053,CHARLES STARK LABORATORY INC RET MEDICAL PAYMENTS TR,211 N BROADWAY STE 1000,SAINT LOUIS,63102-2748,265000000,
46990614,REMINGTON FAMILY FDN TR,PO BOX 6007,SAINT JOSEPH,64506-0007,0,T22
50320161,ASSOC OF INTERVENTION SPECIALISTS,13610 BARRET OFFICE DRIVE,BALLWIN,63021-7841,0,F21
50523962,ST LOUIS OVARIAN CANCER AWARENESS,12015 MANCHESTER RD STE 130,SAINT LOUIS,63131-4417,0,G30
50525052,CHURCH OF THE RESURRECTION FOUNDATION,1201 WALNUT ST STE 2800,KANSAS CITY,64106-2159,1919000,
50525146,CLAYCOMO FIRE AUXILLARY INC,75190WALNUT STREET,LIBERTY,64068-0000,0,M24
50526622,CASEY ANN HOHMAN MEMORIAL,2726 KETTERING DR,SAINT CHARLES,63303-0000,0,P20
50527149,THE STEVEN H AND ELIZABETH I AKRE FOUNDATION,13321 NORTH OUTER 40 RD STE 100,TWN AND CNTRY,63017-5945,0,X21
50528558,SAINT LOUIS AREA MUSIC TEACHERS ASSOCIATION,2723 VIRGINIA AVE,SAINT LOUIS,63118-1236,0,A68
50529253,CANTON R-V PTO,200 S 4TH ST,CANTON,63435-1510,0,B99
50533141,ONE HEART FAMILY MINISTRIES INC,11746 MANHATTAN AVE,DES PERES,63131-4625,0,P31
50533239,MARINE CORPS LEAGUE,1537 PARKSITE DR,CPE GIRARDEAU,63701-2632,908279265,
50537854,GATEWAY SEARCH DOGS,1123 EAGLE CREEK RD,WILDWOOD,63005-6606,0,M23
50545749,ST LOUIS BUILDING ARTS FOUNDATION,357 MARSHALL AVE STE 101,SAINT LOUIS,63119-1827,0,A80
50549000,CRIDER CENTER C H O I C E S INC,1032 CROSSWINDS CT,WENTZVILLE,63385-4836,0,L21
50551091,MASADA,16410 HICKORY PINE LANE UNIT C,WILDWOOD,63011-4720,0,B80
50567162,CAPERNAUM MISSIONARY BAPTIST CHURCH OF JESUS CHRIST,202 SW 8TH ST,BLUE SPRINGS,64015-3714,0,X21
50571684,MONTGOMERY COUNTY GENEALOGY SOCIETY,112 W 2ND ST,MONTGOMERY CY,63361-1813,0,A80
50574634,NORTH POINT CHURCH,3401 W NORTON RD,SPRINGFIELD,65803-3402,0,
50578531,HOME BUILDERS ASSOCIATION CHARITABLE FOUNDATION,636 W REPUBLIC RD STE D108,SPRINGFIELD,65807-5807,0,B82
50581845,SHOOTING STARS,RR 3 BOX 3248,THAYER,65791-9302,0,P80
50583347,SUMMIT VIEW ADVENTIST ELEMENTARY SCHOOL,12503 STATE ROUTE 7,LEES SUMMIT,64086-9207,211029000,
50590533,SOUTHERN STONE BETTERMENT ASSOCIATION,PO BOX 61,LAMPE,65681-0061,0,E62
50591593,KANSAS CITY ASSOCIATION OF SCHOOL RETIREES,1640 CYPRESS AVE,KANSAS CITY,64127-2722,0,B03
50603362,KIDS FIRST EDUCATION FOUNDATION OF WELLINGTON & NAPOLEON,9393 FALLMAN MINE RD,WELLINGTON,64097-8160,0,B82
50606005,KIWANIS INTERNATIONAL INC,PO BOX 1167,POINT LOOKOUT,65726-1167,40042000,
50608105,WAY MINISTRIES INCORPORATED,457 HONEYSUCKLE CREEK DR,WENTZVILLE,63385-5613,0,X20
50608799,A SOLDIERS WISH LIST,11143 LARIMORE RD,SAINT LOUIS,63138-2042,0,W30
50609353,FIRE FIGHTERS HISTORICAL PRESERVATION FOUNDATION OF MISSOUR,PO BOX 245,FULTON,65251-0245,0,A80
50609868,RISE COMMUNITY SERVICES,607 N RIDGEVIEW DR,WARRENSBURG,64093-9338,0,P80
50618646,CHRIST CENTERED FELLOWSHIP MINISTRIES INC,4612 E 139TH ST,GRANDVIEW,64030-2813,0,X21
50618786,MT HOREB BAPTIST MINISTRIES,5001 AGNES AVE,KANSAS CITY,64130-2736,0,X21
50621482,SWEET ADELINES INTERNATIONAL,1418 W FROSTY DR APT 3,OZARK,65721-9217,0,A6BZ
50632509,LAKE OF THE OZARKE SWING DANCE CLUB,PO BOX 664,LAKE OZARK,65049-0664,0,A62
50634856,BETTER LIVES TODAY INC,PO BOX 693,RICHLAND,65556-0693,0,T30
56034578,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
60384281,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
60989590,NATIONAL ASSOCIATION OF GOVERNMENT EMPLOYEES,2900 SHERIDAN RD,SAINT LOUIS,63125-4166,263000000,
61003243,KNIGHTS OF COLUMBUS,1500 NE ENGLEWOOD RD,GLADSTONE,64118-5463,36029265,
61024639,DAUGHTERS OF ISABELLA,4611 DULIN CREEK RD,HOUSE SPRINGS,63051-2190,600902922,
61034221,KNIGHTS OF COLUMBUS,943 WILSON ST,WEBB CITY,64870-2020,36029265,
61037572,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
61043605,AMERICAN ASSOCIATION OF DENTAL CONSULTANTS INC,1971 CHESTERFIELD RIDGE CIR,CHESTERFIELD,63017-7290,998000000,S41
61059150,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
61182744,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
61270012,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,0,
61299241,THE LOWEHN CLUB OF AMERICA INC,12685 DORSETT RD,MARYLAND HTS,63043-2100,0,
61560942,NATIONAL ASSOCIATION OF BASKETBALL COACHES FOUNDATION INC,1111 MAIN ST STE 1000,KANSAS CITY,64105-2136,0,B112
61566569,MEGA FOUNDATION INC,20835 HWY 136,PRINCETON,64673-0000,0,B90
61601865,ORDER OF QUETZALCOATL PLUMED SERPENT,PO BOX 547,FENTON,63026-0547,0,
61643294,ALPHA PHI OMEGA,1 UNIVERSITY BLVD MSC 366,SAINT LOUIS,63121-4400,36000000,B83Z
61644909,MISSOURI DANCE TEAM ASSOCIATION,1820 HIGHCREST DR,SAINT CHARLES,63303-5312,0,A62
61665146,TRIUMPH DOCUMENTARIES,425 STRAWBRIDGE DR,CHESTERFIELD,63017-2827,0,A31
61669031,VFW AUXILIARY DEPARTMENT OF MISSOURI,1201 NE 70TH TER,GLADSTONE,64118-2707,0,
61671138,RAINBOW VILLAGE III INC,1240 DAUTEL LN,SAINT LOUIS,63146-5533,0,L21
61675867,HARVEST BALL SOCIETY,PO BOX 34423,N KANSAS CITY,64116-0823,0,T30
61677535,FOUNTAIN OF LIFE FAMILY WORSHIP CENTER,95 GRANT ST,JEFFERSON CTY,65101-4331,268120230,
61679269,MISSOURI ANIMAL CONTROL ASSOCIATION,PO BOX 847,SAINT PETERS,63376-0015,0,D03
61680781,ARNOLD JUNIOR SHOOTERS INC,1025 BROWNELL AVE,KIRKWOOD,63122-3203,0,N70
61681024,SPICKARD FIRE PROTECTION DISTRICT,310 N 2ND ST,SPICKARD,64679-0000,0,M24
61681947,TRUE WORD CHRISTIAN MINISTRIES,3801 TRINITY CIR,FLORISSANT,63034-2066,0,X21
61687282,JUMPSTART SOUTH SUDAN INC,612 CENTRAL ST APT 205,KANSAS CITY,64105-1613,0,Q33
61697613,WEST COUNTY CITIZENS POLICE ACADEMY ALUMNI ASSOCIATION,PO BOX 74,FENTON,63026-0074,0,M12
61701680,SABAYET INC,12907 BROADRIDGE LN,BLACK JACK,63033-4536,0,P30
61702800,MID-MISSOURI CHAPTER-MILITARY OFFICERS ASSOCIATION OF AMERICA,PO BOX 1694,COLUMBIA,65205-1694,512907908,
61705162,METROPOLITAN TRAINING ALLIANCE,6347 PLYMOUTH AVE,SAINT LOUIS,63133-1909,0,B60
61706771,ST LOUIS METROPOLITAN CHURCH OF CHRIST,6079 W FLORISSANT AVE,SAINT LOUIS,63136-4950,0,X20
61711419,UNITED PENTECOSTAL FOUNDATION,36 RESEARCH PARK CT,WELDON SPRING,63304-5616,0,X12
61717260,DISABILITY MEDIA INC,503 N BROOKLINE DR,COLUMBIA,65203-5605,0,P80
61728383,OLEAN CEMETERY ASSOCIATION,138 HIGHWAY FF,ELDON,65026-4336,0,Y50
61729480,JACOBS LADDER FOR YOUTH,7405 E 111TH TER,KANSAS CITY,64134-2926,0,O99
61743717,WAYNE COUNTY IMPROVEMENT CORP,PO BOX 77,GREENVILLE,63944-0077,0,S20
61750768,WESTERN REGION CHURCHES OF GOD GENERAL CONFRENCE INC,401 N DESLOGE DR,DESLOGE,63601-3221,0,X21
61758488,LAFAYETTE HIGH SCHOOL BASKETBALL BOOSTER CLUB,17050 CLAYTON RD,WILDWOOD,63011-1792,0,N62
61761761,THE OETTING FOUNDATION,207 SCHILLER STREET,HERMANN,65041-1199,0,T22
61766631,OVER DUE THEATRE COMPANY,11 BRENTMOOR CT,SAINT CHARLES,63303-6442,0,A65
61769100,BRANSON WORD CHURCH INC,130 EDGEWATER CIR,RIDGEDALE,65739-9519,0,X20
61773985,MATTHEW 25 MINISTRIES,722 W MOUNT VERNON BLVD,MOUNT VERNON,65712-1921,0,P99
61779384,CHRISTIAN SUPPORT CENTER,678 S NATIONAL AVE,SPRINGFIELD,65804-0051,0,X21
61779537,LOOKING FOR AN ANGEL,1480 ALICIA AVE,FERGUSON,63135-1248,0,M23
61781014,MISSOURI KOREAN WAR VETERANS MEMOR,11401 MADISON AVE,KANSAS CITY,64114-5241,0,A80
61781217,CHRIST LOVE DIVINE FELLOWSHIP CHURCH,8548 ORIOLE AVE,SAINT LOUIS,63147-1304,0,X20
61784863,SOUTHWEST MISSOURI HMONG ASSN INC,PO BOX 568,WHEATON,64874-0568,0,A23
61786525,TEENS OF TOMORROW INCORPORATED,3960 EVANS AVE,SAINT LOUIS,63113-3406,0,I21
61787181,WEST CENTRAL MISSOURI HICKORY ESTATES INC,106 W 4TH ST,APPLETON CITY,64724-1402,0,L20
61788754,MISSOURI ACTION FOR INDIVIDUAL FAMILY AND COMMUNITY WELLNESS,300 W CHERRY ST,NEVADA,64772-2202,0,P30
61792027,DEAF AWARENESS GROUP OF SOUTHWEST MISSOURI INC,1007 N 43RD ST,NIXA,65714-7542,0,P60
61793669,MARINE COPRS LEAGUE,2301 CHURCH RD,ARNOLD,63010-2109,908279265,
61798437,KINDNESS IN A BOX,5955 GRAYLING VIEW CT,VILLA RIDGE,63089-2512,0,Q33
61802075,AGAPE CHRISTIAN COUNSELING SERVICES,9378 OLIVE BLVD STE 317,SAINT LOUIS,63132-3224,0,F60
61811937,WILL FLORES FUND,6327 WADE AVE,SAINT LOUIS,63139-3110,0,A12
61817097,TURNING THE TIDE FINANCIAL MINISTRIES,8511 MAYLOR DR,AFFTON,63123-3469,0,P51
61820378,IMAGES AT THE CROSS,4180 US 65,WALNUT SHADE,65771-0000,0,X20
61824921,CLEAR RIVER INTERNATIONAL MINISTRIES,1050 SW 15TH ST,OAK GROVE,64075-7000,0,X200
61827861,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
61828085,AMERICAN LEGION AUXILIARY,394 RUE DE LA BANQUE DR,CREVE COEUR,63141-0000,0,
61830922,CHARLIES HOUSE INC,6324 N CHATHAM SUITE 223,KANSAS CITY,64151-2473,0,M40
61838897,MISSOURI BIG IRONS,4619 STARVIEW DR,SAINT LOUIS,63128-3046,0,P20
66068858,PI BETA PHI FRATERNITY,1154 TOWN AND COUNTRY COMMONS DR,CHESTERFIELD,63017-8200,34036319,
66072086,PI BETA PHI FRATERNITY,1154 TOWN AND COUNTRY COMMONS DR,CHESTERFIELD,63017-8200,34036602,
66073748,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
66099457,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036279,
66107691,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
66107695,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
100004460,KIERSTEAD FOUNDATION,706 N 25TH ST APT 7,SAINT JOSEPH,64506-2756,0,T22
110607931,NEW LIFE MINISTRIES OF KANSAS CITY INC,818 GRAND 9S STE 25,KANSAS CITY,64106-0000,0,X20
112399515,NATIONAL ASSOCIATION OF PROFESSIONAL SURPLUS LINES OFFICES,4131 N MULBERRY DR STE 200,KANSAS CITY,64116-2204,229202000,
112409244,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,281000000,
112535851,LIFE CHURCH,1010 INDIAN CREEK TRL,HOUSTON,65483-2147,1002029,
112580067,LOTHLORIEN INTER-CULTURAL MUSIC INC,905 VICTORY LN,MARYVILLE,64468-3802,90000000,
113644034,SPAY NEUTER ASSISTANCE PROGRAM INC,PO BOX 14354,SPRINGFIELD,65814-0354,0,D20
113645420,ABUNDANT FELLOWSHIP CHURCH OF GOD,11640 BELLEFONTAINE RD,ST LOUIS,63138-1710,0,X20
113649939,MEXICO AREA COMMUNITY FOUNDATION INC,201 EAST MONROE,MEXICO,65265-2852,0,T31
113655026,COLUMBIA BOARD OF REALTORS H O P E HOUSING FOUNDATION INC,2309 I-70 DR NW,COLUMBIA,65202-1347,0,P20
113655634,FAMILY MATTERS OF K C,9019 BOOTH AVE,KANSAS CITY,64138-4436,0,P46
113659836,CAMDENTON FOURSQUARE CHURCH,PO BOX 1146,CAMDENTON,65020-1146,325059927,
113662636,FIRST CHANCE FOR CHILDREN,PO BOX 1101,COLUMBIA,65205-1101,0,B82
113663270,FRIENDS OF THE MIC-O-SAY DANCERS,8603 E 116TH ST,KANSAS CITY,64134-4009,0,O40
113663943,GATEWAY CIVIL LIBERTIES ALLIANCE,PO BOX 440280,SAINT LOUIS,63144-4280,0,R60
113664960,GATEWAY TO ORAL HEALTH FOUNDATION,2211 OLIVE ST STE 300,SAINT LOUIS,63103-1502,0,E32
113674822,SURRENDERED MINISTRIES INC,5193 EDGEMERE DR,BLACK JACK,63033-7734,0,X83
113679084,AGAPE HOUSE OF VANDALIA,PO BOX 161,VANDALIA,63382-0161,0,L20
113689548,JACKSON GIRLS SOFTBALL LEAGUE,PO BOX 73,JACKSON,63755-0073,0,
113692373,TOASTMASTERS INTERNATIONAL,800 N LINDBERGH BLVD,CREVE COEUR,63141-7843,59319000,
113693623,KANSAS CITY DESIGN CENTER INC,1018 BALTIMORE AVE,KANSAS CITY,64105-1802,0,B82
113707463,GOLDEN CITY MISSION OF ENCOURAGEMENT,505 MILL ST,GOLDEN CITY,64748-8259,1000000,
113708915,INNOVATIVE TECHNOLOGIES DEVELOPMENT FOUNDATION INC,5155 WORNALL RD,KANSAS CITY,64112-2426,0,S30
113715553,LITTLE PATRIOTS EMBRACED INC,325 N KIRKWOOD RD,SAINT LOUIS,63122-4071,0,P99
113716928,ADRIAN COMMUNITY LIBRARY INC,PO BOX 502,ADRIAN,64720-0502,0,B70
113732683,TEZCATLIPOCA TEOCALLI NO 172,PO BOX 547,FENTON,63026-0547,319000000,Y40
113733492,HARMONY FREE WILL BAPTIST CHURCH,105 E SUMMIT AVE,SEYMOUR,65746-8504,0,X21
113736883,LOVE FELLOWSHIP TABERNACLE,914 DRY CREEK RD,WENTZVILLE,63385-4116,0,X20
113738551,WEST CENTRAL MISSOURI MAPLEWOOD ESTATES INC,106 W 4TH ST,APPLETON CITY,64724-1402,0,L22
113745708,MISSORI BICYCLE RACING ASSOCIATION,1155SBIGBENDBLVD,SAINTLOUIS,63117-0000,0,N60
113750168,MOBCI FOUNDATION INC,4950 NE 501 RD,OSCEOLA,64776-2442,0,C30
113751077,FRATERNAL ORDER OF EAGLES,PO BOX 546,PECULIAR,64078-0546,260000000,
113751287,VANDALIA AREA HISTORICAL SOCIETY,112 S MAIN ST,VANDALIA,63382-1806,0,A80
113751931,ASSOCIATION OF NOTRE DAME CLUBS INC,4303 WARDSVILLE RD,JEFFERSON CTY,65101-8738,59040000,
113752021,THREEFOLD MINISTRIES,292 OLD HWY 8,PARK HILLS,63601-9327,2029000,
113756267,HEAVEN SENT CHARITIES,3316 PASEO BLVD,KANSAS CITY,64109-1937,0,P12
113757243,WINDSTREAM FOUNDATION,100 COUNTY ROAD 2140,EDGAR SPRINGS,65462-0000,0,D200
113761206,INTERNATIONAL ORDER OF THE RAINBOW GIRLS,602 MEYER RD,WENTZVILLE,63385-1001,0,
113761489,CHURCH IN ACTION INC,PO BOX 425,ARNOLD,63010-0425,0,X21
113764474,4 SIGHT COUNSELING,1427 THOMAS DR STE 204,CPE GIRARDEAU,63701-3516,0,E300
113764835,RAYMORE QUILT GUILD,20710 BOGAR CIR,BELTON,64012-3687,0,A40
113769772,AMERIKIDS CHRISTIAN CENTER,1017 N MAIN ST,OFALLON,63366-1215,0,P33
113771012,MYSTIC HOLLOW VENTURES,1713 WILD GOOSE RUN,SAINT CHARLES,63303-5089,0,O52
113773485,PROVIDENTIAL SUPPORT SERVICES INC,2556 PERSHALL RD,SAINT LOUIS,63136-4527,0,P84
113780005,HOUSE OF RUTH WOMENS RESOURCE CLINIC,PO BOX 332,REPUBLIC,65738-0332,0,L40
113786727,WOMENS VOICES RAISED FOR SOCIAL JUSTICE,7401 DELMAR BLVD,UNIVERSITY CY,63130-4035,0,B99
113786991,WARD CHAPEL COMMUNITY SERVICE FOUNDATION,11410 OLD HALLS FERRY RD,BLACK JACK,63033-7212,0,T30
